,Code,Country,City,Latitude,Longitude,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
154,SDN,Sudan,Khartoum,15.5881,32.5342,66122000000,67568000000,69090000000,70700000000,72388000000,74146000000,75956000000,77806000000,79694000000,81626000000,83604000000,85626000000
155,SEN,Senegal,Dakar,14.7158,-17.4731,24010000000,24670000000,25356000000,26068000000,26804000000,27564000000,28350000000,29156000000,29988000000,30838000000,31708000000,32592000000
156,SGP,Singapore,Singapore,1.2930000000000001,103.8558,9552000000,9934000000,10262000000,10528000000,10738000000,10908000000,11052000000,11184000000,11308000000,11416000000,11516000000,11608000000
157,SLB,Solomon Islands,Honiara,-9.437999999999999,159.9498,1006000000,1030000000,1056000000,1084000000,1112000000,1142000000,1174000000,1206000000,1238000000,1272000000,1306000000,1340000000
158,SLE,Sierra Leone,Freetown,8.47,-13.2342,12268000000,12546000000,12832000000,13126000000,13426000000,13728000000,14034000000,14344000000,14658000000,14976000000,15300000000,15626000000
159,SLV,El Salvador,San Salvador,13.71,-89.20299999999999,12264000000,12316000000,12368000000,12422000000,12476000000,12532000000,12590000000,12650000000,12712000000,12776000000,12842000000,12908000000
160,SMR,San Marino,San Marino,43.9172,12.4667,60000000,62000000,62000000,64000000,64000000,66000000,66000000,66000000,68000000,68000000,68000000,68000000
161,SOM,Somalia,Mogadishu,2.0667,45.3667,22794000000,23436000000,24088000000,24752000000,25430000000,26128000000,26848000000,27594000000,28372000000,29178000000,30016000000,30886000000
162,SRB,Serbia,Belgrade,44.8186,20.468,18120000000,18046000000,17982000000,17928000000,17880000000,17838000000,17796000000,17754000000,17708000000,17660000000,17606000000,17544000000
163,SSD,South Sudan,Juba,4.83,31.58,17474000000,18284000000,19016000000,19662000000,20228000000,20710000000,21110000000,21432000000,21666000000,21822000000,21952000000,22124000000
164,STP,Sao Tome And Principe,São Tomé,0.3334,6.7333,342000000,352000000,360000000,370000000,376000000,384000000,392000000,398000000,406000000,414000000,422000000,430000000
165,SUR,Suriname,Paramaribo,5.835,-55.167,1034000000,1046000000,1058000000,1070000000,1082000000,1094000000,1106000000,1118000000,1130000000,1142000000,1152000000,1162000000
166,SVK,Slovakia,Bratislava,48.15,17.117,10798000000,10802000000,10808000000,10818000000,10830000000,10844000000,10858000000,10872000000,10884000000,10896000000,10906000000,10914000000
167,SVN,Slovenia,Ljubljana,46.0553,14.515,4046000000,4068000000,4086000000,4102000000,4116000000,4126000000,4134000000,4142000000,4148000000,4152000000,4156000000,4158000000
168,SWE,Sweden,Stockholm,59.3508,18.0973,18472000000,18626000000,18780000000,18934000000,19086000000,19236000000,19384000000,19530000000,19672000000,19810000000,19944000000,20072000000
169,SWZ,Swaziland,Mbabane,-26.3167,31.1333,2100000000,2114000000,2130000000,2144000000,2158000000,2174000000,2190000000,2208000000,2228000000,2250000000,2272000000,2296000000
170,SXM,Sint Maarten,Philipsburg,18.0255,-63.045,66000000,68000000,68000000,70000000,72000000,76000000,78000000,80000000,82000000,82000000,84000000,84000000
171,SYC,Seychelles,Victoria,-4.6166,55.45,180000000,182000000,182000000,184000000,186000000,186000000,188000000,190000000,192000000,192000000,194000000,196000000
172,SYR,Syria,Damascus,33.5,36.3,41328000000,42412000000,42726000000,42164000000,40878000000,39156000000,37422000000,35994000000,34932000000,34192000000,33890000000,34140000000
173,TCD,Chad,N’Djamena,12.1131,15.0491,22368000000,23120000000,23904000000,24722000000,25570000000,26440000000,27328000000,28222000000,29124000000,30034000000,30956000000,31894000000
174,TGO,Togo,Lomé,6.1319,1.2228,12166000000,12502000000,12844000000,13192000000,13548000000,13910000000,14276000000,14646000000,15020000000,15396000000,15778000000,16164000000
175,THA,Thailand,Bangkok,13.75,100.5166,133062000000,133734000000,134390000000,135036000000,135672000000,136290000000,136878000000,137430000000,137942000000,138420000000,138856000000,139252000000
176,TJK,Tajikistan,Dushanbe,38.56,68.7739,14420000000,14730000000,15054000000,15396000000,15750000000,16120000000,16506000000,16908000000,17328000000,17760000000,18202000000,18642000000
177,TKM,Turkmenistan,Ashgabat,37.95,58.3833,9872000000,10016000000,10174000000,10348000000,10536000000,10732000000,10932000000,11130000000,11324000000,11516000000,11702000000,11884000000
178,TLS,Timor-Leste,Dili,-8.5594,125.5795,2110000000,2148000000,2188000000,2226000000,2266000000,2306000000,2348000000,2392000000,2438000000,2486000000,2536000000,2586000000
179,TON,Tonga,Nuku‘alofa,-21.1385,-175.22099999999998,206000000,208000000,208000000,208000000,206000000,204000000,202000000,202000000,202000000,204000000,206000000,208000000
180,TTO,Trinidad And Tobago,Port of Spain,10.652000000000001,-61.516999999999996,2628000000,2642000000,2656000000,2672000000,2690000000,2708000000,2724000000,2740000000,2756000000,2768000000,2780000000,2790000000
181,TUN,Tunisia,Tunis,36.8028,10.1797,20828000000,21052000000,21270000000,21484000000,21694000000,21906000000,22126000000,22360000000,22608000000,22866000000,23130000000,23390000000
182,TUR,Turkey,Ankara,39.9272,32.8644,140838000000,142642000000,144654000000,146886000000,149302000000,151850000000,154458000000,157058000000,159656000000,162232000000,164680000000,166860000000
183,TUV,Tuvalu,Funafuti,-8.5167,179.2166,20000000,20000000,22000000,22000000,22000000,22000000,22000000,22000000,22000000,22000000,24000000,24000000
184,TWN,Taiwan,Taipei,25.0358,121.5683,46038000000,46210000000,46376000000,46538000000,46694000000,46844000000,46984000000,47114000000,47236000000,47350000000,47452000000,47548000000
185,TZA,Tanzania,Dodoma,-6.1833,35.75,83708000000,86148000000,88694000000,91348000000,94106000000,96966000000,99922000000,102966000000,106098000000,109320000000,112626000000,116010000000
186,UGA,Uganda,Kampala,0.3167,32.5833,60864000000,62822000000,64856000000,66954000000,69118000000,71390000000,73824000000,76450000000,79298000000,82334000000,85458000000,88540000000
187,UKR,Ukraine,Kyiv,50.4334,30.5166,92318000000,91942000000,91584000000,91240000000,90908000000,90574000000,90224000000,89844000000,89428000000,88976000000,88492000000,87988000000
188,URY,Uruguay,Montevideo,-34.858000000000004,-56.1711,6680000000,6700000000,6718000000,6738000000,6758000000,6778000000,6800000000,6824000000,6848000000,6874000000,6898000000,6924000000
189,USA,United States,Washington,38.9047,-77.0163,606972032000,612616000000,618022016000,623168000000,628088000000,632801984000,637345984000,641756032000,646032000000,650169984000,654192000000,658129984000
190,UZB,Uzbekistan,Tashkent,41.3117,69.2949,55254000000,56130000000,57032000000,57954000000,58898000000,59866000000,60852000000,61860000000,62884000000,63920000000,64952000000,65964000000
191,VCT,Saint Vincent And The Grenadines,Kingstown,13.1483,-61.2121,216000000,216000000,216000000,216000000,216000000,218000000,218000000,218000000,218000000,220000000,220000000,222000000
192,VEN,Venezuela,Caracas,10.501,-66.917,55272000000,56062000000,56880000000,57776000000,58722000000,59562000000,60086000000,60164000000,59702000000,58804000000,57774000000,57032000000
193,VNM,Vietnam,Hanoi,21.0333,105.85,172486000000,174184000000,175936000000,177742000000,179604000000,181506000000,183428000000,185354000000,187280000000,189202000000,191092000000,192924000000
194,VUT,Vanuatu,Port-Vila,-17.7334,168.3166,450000000,460000000,472000000,486000000,500000000,514000000,528000000,542000000,556000000,570000000,586000000,600000000
195,WSM,Samoa,Apia,-13.8415,-171.739,366000000,370000000,372000000,374000000,378000000,382000000,384000000,388000000,390000000,390000000,392000000,394000000
196,YEM,Yemen,Sanaa,15.3547,44.2066,43784000000,45032000000,46310000000,47616000000,48946000000,50294000000,51646000000,52996000000,54336000000,55670000000,56998000000,58324000000
197,ZAF,South Africa,Pretoria,-25.7069,28.2294,99558000000,100954000000,102434000000,104008000000,105666000000,107374000000,109088000000,110772000000,112416000000,114020000000,115586000000,117116000000
198,ZMB,Zambia,Lusaka,-15.4166,28.2833,25698000000,26430000000,27212000000,28046000000,28930000000,29854000000,30800000000,31758000000,32726000000,33708000000,34704000000,35722000000
199,ZWE,Zimbabwe,Harare,-17.8178,31.0447,24760000000,25054000000,25396000000,25788000000,26230000000,26700000000,27174000000,27630000000,28060000000,28474000000,28878000000,29290000000
